time,open,high,low,close
2020-10-26T04:16:00Z,11908.9,11914.25,11908.9,11912.9
2020-10-26T04:17:00Z,11912.3,11913.5,11907.25,11907.7
2020-10-26T04:18:00Z,11907.65,11910.4,11905.95,11910.25
2020-10-26T04:19:00Z,11909.95,11912,11903.95,11905.85
2020-10-26T04:20:00Z,11905.2,11912.75,11905.05,11907.25
2020-10-26T04:21:00Z,11906.75,11908.05,11901.75,11906.8
2020-10-26T04:22:00Z,11906.9,11911.1,11906.9,11911.05
2020-10-26T04:23:00Z,11910.9,11912.85,11907.35,11910.3
2020-10-26T04:24:00Z,11910.6,11910.65,11904.4,11906.55
2020-10-26T04:25:00Z,11906.45,11908.5,11904.55,11907.45
2020-10-26T04:26:00Z,11907.25,11908.3,11905.3,11906.2
2020-10-26T04:27:00Z,11906.25,11908.4,11906.25,11908.4
2020-10-26T04:28:00Z,11907.95,11908.95,11905.5,11907.15
2020-10-26T04:29:00Z,11902.9,11908.1,11902.9,11907.4
2020-10-26T04:30:00Z,11907.2,11908.8,11905.55,11907
2020-10-26T04:31:00Z,11906.25,11908.85,11903.9,11903.9
2020-10-26T04:32:00Z,11904.8,11905.5,11900.6,11902.4
2020-10-26T04:33:00Z,11901.7,11902.35,11899.05,11900.7
2020-10-26T04:34:00Z,11900.85,11901.7,11894.85,11896.15
2020-10-26T04:35:00Z,11895.75,11901.95,11895.1,11899.9
2020-10-26T04:36:00Z,11899.6,11905.35,11898.5,11904.3
2020-10-26T04:37:00Z,11904.05,11907.8,11904.05,11905.5
2020-10-26T04:38:00Z,11905.3,11910.15,11905.1,11908.95
2020-10-26T04:39:00Z,11909.5,11910.4,11908.45,11909.65
2020-10-26T04:40:00Z,11908.75,11910.25,11906.2,11908.35
2020-10-26T04:41:00Z,11908.9,11911.95,11908.45,11910.35
2020-10-26T04:42:00Z,11910.8,11910.8,11906.9,11906.9
2020-10-26T04:43:00Z,11907.25,11907.25,11905.25,11907.05
2020-10-26T04:44:00Z,11906.35,11907.75,11903.25,11903.55
2020-10-26T04:45:00Z,11903.25,11903.25,11896.4,11899.8
2020-10-26T04:46:00Z,11899.1,11900.45,11894.6,11897.5
2020-10-26T04:47:00Z,11896.8,11900.55,11896.8,11899.55
2020-10-26T04:48:00Z,11899.1,11901.65,11899,11900.65
2020-10-26T04:49:00Z,11900.3,11900.8,11897.4,11898.95
2020-10-26T04:50:00Z,11898.2,11899.6,11894.5,11894.5
2020-10-26T04:51:00Z,11893.9,11894.7,11892.1,11894.05
2020-10-26T04:52:00Z,11893.45,11896.8,11893.15,11896.3
2020-10-26T04:53:00Z,11895.85,11898.4,11893.6,11895.2
2020-10-26T04:54:00Z,11894.55,11897.7,11894.55,11897.7
2020-10-26T04:55:00Z,11898,11899.75,11896.95,11899.4
2020-10-26T04:56:00Z,11899.15,11900.9,11898.2,11898.6
2020-10-26T04:57:00Z,11898,11899.85,11894.85,11895.8
2020-10-26T04:58:00Z,11895.75,11899.4,11894.3,11898.75
2020-10-26T04:59:00Z,11898.5,11902.7,11898.5,11900.45
2020-10-26T05:00:00Z,11900.1,11900.9,11897.4,11897.4
2020-10-26T05:01:00Z,11897.5,11903.15,11897.5,11902.7
2020-10-26T05:02:00Z,11902.5,11904.6,11901.8,11903.85
2020-10-26T05:03:00Z,11902.5,11906.95,11902.5,11904.75
2020-10-26T05:04:00Z,11904.55,11906.2,11904,11905.6
2020-10-26T05:05:00Z,11905.45,11906.6,11901.55,11902.95
2020-10-26T05:06:00Z,11903.55,11904.2,11897.9,11897.9
2020-10-26T05:07:00Z,11898.5,11900.65,11896.85,11898.7
2020-10-26T05:08:00Z,11898.25,11899.05,11896.55,11898.7
2020-10-26T05:09:00Z,11898.35,11899.75,11897.3,11898.35
2020-10-26T05:10:00Z,11897.85,11900.65,11897.05,11900.65
2020-10-26T05:11:00Z,11900.75,11901.45,11899.6,11901.2
2020-10-26T05:12:00Z,11900.7,11901.95,11898.6,11898.95
2020-10-26T05:13:00Z,11898.65,11900.2,11897.95,11900.2
2020-10-26T05:14:00Z,11900,11900.7,11898.6,11899.25
2020-10-26T05:15:00Z,11898.85,11899,11893.2,11895.25
2020-10-26T05:16:00Z,11895.8,11896.25,11893.3,11894.9
2020-10-26T05:17:00Z,11894.2,11896.65,11893.35,11895.2
2020-10-26T05:18:00Z,11895.5,11896.25,11888.8,11894.3
2020-10-26T05:19:00Z,11894.7,11899.15,11892.8,11899.1
2020-10-26T05:20:00Z,11899.25,11899.4,11897.2,11898.1
2020-10-26T05:21:00Z,11898.05,11900.95,11897.05,11897.6
2020-10-26T05:22:00Z,11897.3,11900.55,11896.6,11899.95
2020-10-26T05:23:00Z,11900.3,11902.85,11899.65,11901.6
2020-10-26T05:24:00Z,11901.75,11904.55,11899.8,11900.55
2020-10-26T05:25:00Z,11900.5,11903.85,11900,11903.55
2020-10-26T05:26:00Z,11903.05,11903.45,11901.5,11903.05
2020-10-26T05:27:00Z,11903.45,11904.25,11901.4,11902.65
2020-10-26T05:28:00Z,11902.6,11907.5,11902.05,11906.55
2020-10-26T05:29:00Z,11905.8,11906.05,11902.9,11903.15
2020-10-26T05:30:00Z,11902.9,11906.8,11902.55,11906.5
2020-10-26T05:31:00Z,11906.6,11906.6,11900,11900
2020-10-26T05:32:00Z,11900.1,11902.6,11900.05,11902.55
2020-10-26T05:33:00Z,11902.35,11903.75,11896.9,11897.45
2020-10-26T05:34:00Z,11897.4,11898.4,11895.35,11898.4
2020-10-26T05:35:00Z,11898.1,11898.85,11896.95,11897.9
2020-10-26T05:36:00Z,11896.95,11898.2,11895.4,11896.05
2020-10-26T05:37:00Z,11896.25,11898.9,11895.4,11898.3
2020-10-26T05:38:00Z,11898.1,11898.1,11895.5,11895.8
2020-10-26T05:39:00Z,11896.15,11896.7,11894.75,11894.75
2020-10-26T05:40:00Z,11895.65,11895.7,11892.75,11894.2
2020-10-26T05:41:00Z,11894.3,11897.4,11893.95,11897.4
2020-10-26T05:42:00Z,11896.9,11898.1,11895.55,11896.55
2020-10-26T05:43:00Z,11896.45,11897.1,11891.45,11892.3
2020-10-26T05:44:00Z,11892.25,11892.25,11882.5,11884.7
2020-10-26T05:45:00Z,11884.4,11884.7,11872.45,11875.8
2020-10-26T05:46:00Z,11875.7,11879,11875.3,11879
2020-10-26T05:47:00Z,11878.3,11884.95,11878.3,11880.9
2020-10-26T05:48:00Z,11880.8,11881.15,11870.25,11870.65
2020-10-26T05:49:00Z,11869.8,11871.4,11857.3,11862.95
2020-10-26T05:50:00Z,11864.2,11867.7,11861.6,11866.65
2020-10-26T05:51:00Z,11866.75,11868,11865.55,11866.15
2020-10-26T05:52:00Z,11865.85,11867.45,11865.2,11865.8
2020-10-26T05:53:00Z,11866.2,11866.7,11861.9,11862.2
2020-10-26T05:54:00Z,11861.95,11862.75,11851.2,11853.85
2020-10-26T05:55:00Z,11853.8,11861.8,11853.8,11860.6
2020-10-26T05:56:00Z,11860.75,11866.35,11860.2,11866.35
2020-10-26T05:57:00Z,11866.1,11866.5,11863.3,11864.55
2020-10-26T05:58:00Z,11864.4,11865.35,11862.65,11864.85
2020-10-26T05:59:00Z,11865.6,11867.5,11865.35,11866.15
2020-10-26T06:00:00Z,11867.3,11870.75,11866.55,11870.5
2020-10-26T06:01:00Z,11870.15,11873.25,11870.15,11871.75
2020-10-26T06:02:00Z,11872.1,11874.5,11871.75,11872.75
2020-10-26T06:03:00Z,11872.8,11875.45,11872.4,11875.45
2020-10-26T06:04:00Z,11875.75,11875.75,11870.3,11871.15
2020-10-26T06:05:00Z,11871.4,11872.25,11857.5,11857.5
2020-10-26T06:06:00Z,11857.55,11858.35,11854.6,11854.6
2020-10-26T06:07:00Z,11855.2,11858.85,11854.5,11855.55
2020-10-26T06:08:00Z,11855.05,11856.05,11845.5,11847.55
2020-10-26T06:09:00Z,11848,11848,11837.35,11838.05
2020-10-26T06:10:00Z,11837.9,11842.75,11831.7,11842.35
2020-10-26T06:11:00Z,11842.75,11842.75,11836.05,11841.55
2020-10-26T06:12:00Z,11841.6,11841.8,11836.6,11837.35
2020-10-26T06:13:00Z,11838.05,11840.35,11836.85,11839.8
2020-10-26T06:14:00Z,11840.35,11842.4,11838.2,11841.4
2020-10-26T06:15:00Z,11841.7,11841.7,11832.85,11834.35
2020-10-26T06:16:00Z,11834.85,11836.8,11833.1,11834.65
2020-10-26T06:17:00Z,11836.45,11840.65,11835.3,11840.65
2020-10-26T06:18:00Z,11840.3,11847.45,11840.3,11847.3
2020-10-26T06:19:00Z,11846.6,11847,11843.75,11845.65
2020-10-26T06:20:00Z,11845.95,11849.65,11844.65,11849.4
2020-10-26T06:21:00Z,11849.6,11849.6,11843.15,11843.35
2020-10-26T06:22:00Z,11843.9,11844.2,11841.25,11841.25
2020-10-26T06:23:00Z,11841.15,11846.55,11839.9,11846.55
2020-10-26T06:24:00Z,11848,11848.65,11845.05,11845.6
2020-10-26T06:25:00Z,11845.4,11845.4,11841.25,11842.15
2020-10-26T06:26:00Z,11841.85,11841.85,11837.05,11837.6
2020-10-26T06:27:00Z,11837.25,11840.85,11836.75,11839.65
2020-10-26T06:28:00Z,11839.75,11841.85,11838.85,11841.3
2020-10-26T06:29:00Z,11842.9,11843.85,11841.2,11842.1
2020-10-26T06:30:00Z,11842.8,11845.55,11842,11845.25
2020-10-26T06:31:00Z,11845.15,11848.3,11844.3,11848.3
2020-10-26T06:32:00Z,11848.15,11852.4,11848.15,11849.9
2020-10-26T06:33:00Z,11849.75,11850.65,11847.05,11847.4
2020-10-26T06:34:00Z,11847,11847.2,11844.2,11844.2
2020-10-26T06:35:00Z,11844.8,11845.55,11843.25,11845
2020-10-26T06:36:00Z,11844.85,11844.85,11841.45,11842.2
2020-10-26T06:37:00Z,11842.55,11842.7,11839.65,11839.85
2020-10-26T06:38:00Z,11839.25,11841,11836.5,11836.6
2020-10-26T06:39:00Z,11836.95,11838.4,11820.55,11820.9
2020-10-26T06:40:00Z,11820.05,11821.55,11814.75,11817.7
2020-10-26T06:41:00Z,11818.45,11823.15,11817,11819.3
2020-10-26T06:42:00Z,11818.85,11826.6,11817.95,11826.4
2020-10-26T06:43:00Z,11826.1,11827.5,11820.5,11822.25
2020-10-26T06:44:00Z,11822.15,11824.6,11821.25,11824.35
2020-10-26T06:45:00Z,11823.65,11825.7,11821.1,11821.45
2020-10-26T06:46:00Z,11820.05,11822.05,11815.45,11816.9
2020-10-26T06:47:00Z,11816.6,11817.95,11813.1,11817.45
2020-10-26T06:48:00Z,11818.4,11819.4,11815.85,11819.4
2020-10-26T06:49:00Z,11819.1,11819.75,11813.95,11813.95
2020-10-26T06:50:00Z,11812.95,11819.65,11812.6,11818.75
2020-10-26T06:51:00Z,11818.65,11818.7,11813.85,11813.9
2020-10-26T06:52:00Z,11813.95,11819.75,11813.95,11814.6
2020-10-26T06:53:00Z,11814.5,11818.5,11814.5,11815.4
2020-10-26T06:54:00Z,11815.5,11818.7,11814.55,11815.35
2020-10-26T06:55:00Z,11815.2,11818.7,11813.6,11818.7
2020-10-26T06:56:00Z,11817.8,11821.55,11817.8,11820.65
2020-10-26T06:57:00Z,11820.35,11826.85,11820.1,11822.75
2020-10-26T06:58:00Z,11822.9,11826.7,11822.7,11823.75
2020-10-26T06:59:00Z,11823.55,11824.35,11820.7,11820.7
2020-10-26T07:00:00Z,11821.6,11821.6,11811.85,11814.95
2020-10-26T07:01:00Z,11814.7,11816.45,11812.8,11813.45
2020-10-26T07:02:00Z,11813.8,11814.4,11803,11808.85
2020-10-26T07:03:00Z,11809.45,11809.65,11806.45,11808.45
2020-10-26T07:04:00Z,11808.4,11811.85,11808.4,11808.75
2020-10-26T07:05:00Z,11808.8,11809.15,11799.6,11804.1
2020-10-26T07:06:00Z,11803.6,11805.7,11802.5,11805.15
2020-10-26T07:07:00Z,11805.2,11805.4,11790.55,11794.9
2020-10-26T07:08:00Z,11794.7,11795,11791.5,11791.9
2020-10-26T07:09:00Z,11792.4,11792.4,11784.3,11789.6
2020-10-26T07:10:00Z,11787.65,11789.65,11783.3,11788.7
2020-10-26T07:11:00Z,11789.7,11794.95,11788.85,11788.85
2020-10-26T07:12:00Z,11788.9,11795.8,11788.75,11795
2020-10-26T07:13:00Z,11795.1,11799.95,11794.5,11799.45
2020-10-26T07:14:00Z,11800.75,11802.25,11797.5,11798.4
2020-10-26T07:15:00Z,11797.8,11799.35,11796.35,11797.5
2020-10-26T07:16:00Z,11798.25,11798.25,11789.9,11790.75
2020-10-26T07:17:00Z,11790.45,11796.75,11790.05,11792.35
2020-10-26T07:18:00Z,11792,11794.8,11790.55,11791
2020-10-26T07:19:00Z,11790.8,11792.6,11790.45,11791.85
2020-10-26T07:20:00Z,11791.5,11791.5,11776.8,11781.95
2020-10-26T07:21:00Z,11781.4,11783.7,11778.75,11780.45
2020-10-26T07:22:00Z,11780.9,11790,11780.8,11789.8
2020-10-26T07:23:00Z,11791.05,11791.1,11787.15,11787.9
2020-10-26T07:24:00Z,11788.35,11788.65,11781.35,11783.15
2020-10-26T07:25:00Z,11783.95,11783.95,11776.65,11783.25
2020-10-26T07:26:00Z,11783.05,11787.15,11782.35,11787.1
2020-10-26T07:27:00Z,11787.4,11787.9,11782.2,11782.3
2020-10-26T07:28:00Z,11781.35,11782.4,11756.4,11760
2020-10-26T07:29:00Z,11758.95,11766.65,11752.65,11757.8
2020-10-26T07:30:00Z,11758.2,11759.95,11752.25,11759.15
2020-10-26T07:31:00Z,11759.5,11760.25,11753.65,11758.6
2020-10-26T07:32:00Z,11759.7,11766.9,11758.35,11766.4
2020-10-26T07:33:00Z,11766.55,11767.9,11762,11765.8
2020-10-26T07:34:00Z,11765.7,11770.7,11764.35,11770.7
2020-10-26T07:35:00Z,11769.85,11781.1,11768.8,11776
2020-10-26T07:36:00Z,11775.2,11779.5,11773.2,11777.5
2020-10-26T07:37:00Z,11777.9,11781.1,11774.85,11776.15
2020-10-26T07:38:00Z,11776.7,11782.25,11776.45,11779.3
2020-10-26T07:39:00Z,11779.55,11781.5,11771.45,11771.9
2020-10-26T07:40:00Z,11771.6,11771.7,11765.6,11768.45
2020-10-26T07:41:00Z,11768.55,11770.85,11767.45,11768.75
2020-10-26T07:42:00Z,11768.5,11775.95,11766.15,11774.6
2020-10-26T07:43:00Z,11774.75,11775.6,11770.1,11773.2
2020-10-26T07:44:00Z,11771.7,11778.8,11771.7,11778.6
2020-10-26T07:45:00Z,11777.95,11777.95,11771.1,11771.9
2020-10-26T07:46:00Z,11771.5,11777.3,11771.35,11775.2
2020-10-26T07:47:00Z,11775.05,11778.4,11773.8,11776.95
2020-10-26T07:48:00Z,11777,11790,11776.95,11786
2020-10-26T07:49:00Z,11785.7,11797.95,11785.45,11797.7
2020-10-26T07:50:00Z,11796.75,11796.9,11790.35,11794.95
2020-10-26T07:51:00Z,11794.35,11794.85,11789.45,11793.85
2020-10-26T07:52:00Z,11793.1,11795.5,11789.65,11789.65
2020-10-26T07:53:00Z,11789.6,11790.1,11783.35,11786.25
2020-10-26T07:54:00Z,11787.05,11788.85,11783.45,11783.6
2020-10-26T07:55:00Z,11782.8,11782.8,11774.85,11777.65
2020-10-26T07:56:00Z,11777.1,11778.2,11772.9,11775.85
2020-10-26T07:57:00Z,11775.55,11777.85,11773.7,11775.65
2020-10-26T07:58:00Z,11776.3,11777.65,11772.45,11777.55
2020-10-26T07:59:00Z,11777.4,11777.4,11770.05,11770.7
2020-10-26T08:00:00Z,11771.45,11772.45,11765.3,11772.45
2020-10-26T08:01:00Z,11771.6,11777.4,11771.6,11777.25
2020-10-26T08:02:00Z,11776.95,11782.15,11775.85,11780.3
2020-10-26T08:03:00Z,11779.9,11781,11777.05,11780.6
2020-10-26T08:04:00Z,11780.2,11780.25,11774.95,11778
2020-10-26T08:05:00Z,11778.25,11778.75,11773.75,11773.8
2020-10-26T08:06:00Z,11771.9,11771.9,11767.5,11769.05
2020-10-26T08:07:00Z,11768.45,11769.35,11764.15,11766.95
2020-10-26T08:08:00Z,11766.9,11770.05,11764.75,11769.7
2020-10-26T08:09:00Z,11769.85,11769.9,11767.6,11768.45
2020-10-26T08:10:00Z,11768.8,11774.65,11768.65,11773.75
2020-10-26T08:11:00Z,11774.85,11781.15,11773.15,11778.7
2020-10-26T08:12:00Z,11779.05,11779.65,11775.65,11778.85
2020-10-26T08:13:00Z,11778.75,11782.7,11778.75,11781.95
2020-10-26T08:14:00Z,11783.1,11785,11781.4,11783.2
2020-10-26T08:15:00Z,11783.3,11789.1,11781.65,11787.2
2020-10-26T08:16:00Z,11786.5,11789.75,11777.15,11777.15
2020-10-26T08:17:00Z,11776.3,11777.8,11770.65,11771.55
2020-10-26T08:18:00Z,11771.6,11775.25,11769.75,11774.5
2020-10-26T08:19:00Z,11774.7,11779.65,11774.45,11778.05
2020-10-26T08:20:00Z,11779.5,11779.5,11769.6,11772.05
2020-10-26T08:21:00Z,11772.25,11773.35,11769.55,11771.95
2020-10-26T08:22:00Z,11772.15,11781.2,11771.95,11777.75
2020-10-26T08:23:00Z,11777.45,11777.45,11770.65,11771.4
2020-10-26T08:24:00Z,11771.35,11771.35,11762.4,11763
2020-10-26T08:25:00Z,11763.7,11763.7,11751.1,11752.7
2020-10-26T08:26:00Z,11752.75,11757.65,11750.15,11751.3
2020-10-26T08:27:00Z,11751.4,11751.55,11742.15,11743.2
2020-10-26T08:28:00Z,11743.4,11743.4,11734.1,11735.25
2020-10-26T08:29:00Z,11735.75,11743.5,11735.75,11737.75
2020-10-26T08:30:00Z,11737.1,11737.1,11728.4,11730.4
2020-10-26T08:31:00Z,11731,11737.4,11730.4,11735.1
2020-10-26T08:32:00Z,11735.35,11735.35,11712.1,11714.15
2020-10-26T08:33:00Z,11713.9,11721.4,11711.7,11720
2020-10-26T08:34:00Z,11719.35,11727.35,11719.35,11725.9
2020-10-26T08:35:00Z,11725.25,11725.65,11718.45,11718.9
2020-10-26T08:36:00Z,11718.8,11725.3,11715.85,11725.3
2020-10-26T08:37:00Z,11725.05,11731.2,11722.3,11730.1
2020-10-26T08:38:00Z,11729.2,11735.8,11729.05,11733.55
2020-10-26T08:39:00Z,11733.35,11733.35,11722.75,11724.65
2020-10-26T08:40:00Z,11725.75,11728.65,11721.6,11726.75
2020-10-26T08:41:00Z,11726.6,11727.5,11724.4,11724.85
2020-10-26T08:42:00Z,11724.9,11727.7,11720.15,11727.7
2020-10-26T08:43:00Z,11727.95,11728.75,11723.15,11725.05
2020-10-26T08:44:00Z,11724.6,11725.65,11723.1,11723.65
2020-10-26T08:45:00Z,11723.45,11723.45,11715.7,11718.2
2020-10-26T08:46:00Z,11718.3,11731.7,11717.2,11730.65
2020-10-26T08:47:00Z,11730.8,11745.05,11730.55,11744.8
2020-10-26T08:48:00Z,11745.45,11746.4,11736.35,11736.35
2020-10-26T08:49:00Z,11736.25,11737,11732.6,11732.95
2020-10-26T08:50:00Z,11732.55,11733.9,11729.6,11733.35
2020-10-26T08:51:00Z,11733.55,11738.2,11729.75,11734.15
2020-10-26T08:52:00Z,11735.05,11739.95,11733.95,11739.35
2020-10-26T08:53:00Z,11739.5,11744.4,11737.7,11742.55
2020-10-26T08:54:00Z,11742.45,11744.8,11739.15,11741.4
2020-10-26T08:55:00Z,11741.15,11744.7,11735.9,11736
2020-10-26T08:56:00Z,11734.9,11744.8,11734.55,11744.45
2020-10-26T08:57:00Z,11745.3,11752.75,11745.3,11747.05
2020-10-26T08:58:00Z,11747.1,11747.1,11741.1,11743.35
2020-10-26T08:59:00Z,11743.4,11746,11740.2,11745.65
2020-10-26T09:00:00Z,11745.75,11752.45,11745.2,11751.5
2020-10-26T09:01:00Z,11751.6,11751.6,11743.95,11745.35
2020-10-26T09:02:00Z,11745.05,11747.95,11741.3,11742.1
2020-10-26T09:03:00Z,11742,11743.2,11726.45,11729.15
2020-10-26T09:04:00Z,11729.4,11730.85,11725.1,11730.35
2020-10-26T09:05:00Z,11730.3,11737.4,11729.7,11735.3
2020-10-26T09:06:00Z,11735.45,11739.55,11731.85,11739.55
2020-10-26T09:07:00Z,11740,11745.95,11739.1,11745.8
2020-10-26T09:08:00Z,11745.55,11753.25,11744.95,11746.75
2020-10-26T09:09:00Z,11746.85,11746.95,11740.85,11745.2
2020-10-26T09:10:00Z,11745.45,11745.8,11740.45,11742.15
2020-10-26T09:11:00Z,11741.9,11743.05,11734.55,11741.65
2020-10-26T09:12:00Z,11741.35,11748.2,11739.45,11745.1
2020-10-26T09:13:00Z,11744.9,11746.25,11741.55,11744.45
2020-10-26T09:14:00Z,11744.6,11751.4,11741.25,11749.75
2020-10-26T09:15:00Z,11749.95,11767.8,11749.95,11765.5
2020-10-26T09:16:00Z,11765.25,11767.2,11760.25,11764.35
2020-10-26T09:17:00Z,11763.7,11765.05,11758.1,11759.35
2020-10-26T09:18:00Z,11759.25,11765.7,11758.55,11758.55
2020-10-26T09:19:00Z,11757.85,11758,11754.1,11754.1
2020-10-26T09:20:00Z,11753.8,11758.2,11751.8,11757.85
2020-10-26T09:21:00Z,11757.95,11758.5,11755.8,11756.3
2020-10-26T09:22:00Z,11756.5,11758.95,11754.05,11754.05
2020-10-26T09:23:00Z,11753.7,11753.7,11743,11743.1
2020-10-26T09:24:00Z,11742.6,11748.7,11742.1,11748.2
2020-10-26T09:25:00Z,11748.4,11750.25,11745.15,11745.85
2020-10-26T09:26:00Z,11746.4,11754.35,11744.55,11753.25
2020-10-26T09:27:00Z,11753.45,11754.35,11748.5,11751.7
2020-10-26T09:28:00Z,11750.5,11752.4,11747.5,11750.6
2020-10-26T09:29:00Z,11750.45,11758.25,11749.2,11757
2020-10-26T09:30:00Z,11756.5,11768.75,11756,11765.4
2020-10-26T09:31:00Z,11764.6,11764.6,11758.25,11758.25
2020-10-26T09:32:00Z,11758.4,11766.15,11757.5,11763.25
2020-10-26T09:33:00Z,11763.7,11766.45,11761.05,11762.25
2020-10-26T09:34:00Z,11762.35,11762.95,11759.05,11762.55
2020-10-26T09:35:00Z,11762.75,11767.35,11761.6,11763.55
2020-10-26T09:36:00Z,11764,11764,11759.8,11761.15
2020-10-26T09:37:00Z,11761,11766.45,11760.35,11764.9
2020-10-26T09:38:00Z,11764.3,11768.85,11761,11762.45
2020-10-26T09:39:00Z,11762.7,11762.7,11756.6,11756.6
2020-10-26T09:40:00Z,11756.75,11765.65,11756.75,11759.2
2020-10-26T09:41:00Z,11758.75,11762.3,11754.3,11761
2020-10-26T09:42:00Z,11761.3,11768.9,11761.3,11766.9
2020-10-26T09:43:00Z,11767,11772.05,11765.75,11765.95
2020-10-26T09:44:00Z,11765.6,11768.95,11765.55,11768.5
2020-10-26T09:45:00Z,11770.05,11774.15,11769.7,11773.6
2020-10-26T09:46:00Z,11773.55,11773.75,11768.9,11770.6
2020-10-26T09:47:00Z,11771.05,11773.2,11766.3,11766.95
2020-10-26T09:48:00Z,11767.2,11776.4,11765.05,11776.4
2020-10-26T09:49:00Z,11776.5,11779.3,11774.7,11777.45
2020-10-26T09:50:00Z,11777.35,11780.05,11769.85,11774.8
2020-10-26T09:51:00Z,11775.7,11785,11772.55,11774.8
2020-10-26T09:52:00Z,11774.6,11777.6,11773.1,11776.1
2020-10-26T09:53:00Z,11776.9,11782.45,11776.1,11781.15
2020-10-26T09:54:00Z,11781,11782.6,11777.6,11778.2
2020-10-26T09:55:00Z,11778.5,11780.65,11774.15,11776.5
2020-10-26T09:56:00Z,11776.95,11778.55,11776.45,11777.95
2020-10-26T09:57:00Z,11777.1,11777.85,11775.45,11776.7
2020-10-26T09:58:00Z,11774.8,11779.35,11774.7,11778.7
2020-10-26T09:59:00Z,11777.6,11778.8,11774.15,11776.9
2020-10-27T03:45:00Z,11815.65,11815.65,11771.95,11785.75
2020-10-27T03:46:00Z,11783.4,11789.95,11771.85,11772.9
2020-10-27T03:47:00Z,11775.1,11783.85,11771.5,11781.75
2020-10-27T03:48:00Z,11782.05,11786.1,11779.6,11784.1
2020-10-27T03:49:00Z,11784.15,11790.9,11783.4,11789
2020-10-27T03:50:00Z,11789.45,11790.6,11779.85,11781.4
2020-10-27T03:51:00Z,11780.1,11785.5,11774.35,11780.3
2020-10-27T03:52:00Z,11780.35,11785.3,11762.4,11762.45
2020-10-27T03:53:00Z,11761.55,11765.5,11757.3,11757.9
2020-10-27T03:54:00Z,11754.9,11758.65,11739.6,11744.7
2020-10-27T03:55:00Z,11741.7,11748.05,11734.1,11740.6
2020-10-27T03:56:00Z,11739.85,11741.2,11730.45,11736
2020-10-27T03:57:00Z,11735.45,11746,11732,11737.05
2020-10-27T03:58:00Z,11736.15,11743.25,11733.1,11735.15
2020-10-27T03:59:00Z,11733.7,11743.05,11733.7,11736.3
2020-10-27T04:00:00Z,11735.7,11735.7,11723,11729.8
2020-10-27T04:01:00Z,11728.15,11739.4,11725.45,11739.3
2020-10-27T04:02:00Z,11739.25,11744.35,11737.3,11744.35
2020-10-27T04:03:00Z,11745.25,11745.65,11740.75,11742.9
2020-10-27T04:04:00Z,11743.2,11747.4,11738.65,11738.9
2020-10-27T04:05:00Z,11738.85,11744.3,11732.5,11732.5
2020-10-27T04:06:00Z,11732.6,11744.75,11732.6,11743.95
2020-10-27T04:07:00Z,11745.1,11748.45,11740.4,11746.7
2020-10-27T04:08:00Z,11746.75,11755.25,11746.75,11751.8
2020-10-27T04:09:00Z,11751.35,11767.3,11751.25,11765.05
2020-10-27T04:10:00Z,11766.1,11771.3,11764.55,11767.15
2020-10-27T04:11:00Z,11767.75,11769.7,11762.8,11768.55
2020-10-27T04:12:00Z,11769.35,11782.35,11769.35,11782.35
